type,value,context,confidence,first_seen,last_seen,case_count,cases,sources
note,A FUXA node service spawning child_process/exec (cmd/powershell/bash) is code execution on the HMI host,Post-exploit RCE detection anchor across the upload/Node-RED/script-test-mode vectors,high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,Jarmi analysis
note,A or AAAA answer from any ip6.arpa zone,RFC violation with no legitimate use case - the durable ~0 percent false-positive indicator for this technique,high,2026-06-03,2026-06-03,1,2026-06-03_ip6arpa-Reverse-DNS-Phishing,Infoblox/CloudSEK
note,ABCDoor v121 compiled 2024-12-19 18:27:11 marks the earliest observed Cython build of appclient.core,Provides timeline anchor for retrospective hunts inside the past eighteen months,medium,2026-05-18,2026-05-18,1,2026-05-18_SilverFox-ABCDoor-Tax-Phishing,Kaspersky Securelist 2026-04-30
note,Activation on require() not postinstall — npm install --ignore-scripts does NOT mitigate,,medium,2026-05-07,2026-05-07,1,2026-05-07_EVM-DeFi-npm-typosquat-namikazesarada,
note,Active in-the-wild exploitation confirmed 2026-05-29 by Belgium CCB,Targeting domain controllers; attacker unattributed; not yet in CISA KEV at time of reporting,high,2026-06-05,2026-06-05,1,2026-06-05_Netlogon-CVE-2026-41089-DC-RCE,CCB Belgium
note,Activity since at least March 2022 in East Asia; >=10 SE Asia orgs breached Oct-Dec 2025; energy+government focus mid-2025 onward,Campaign scope/timeline,high,2026-06-29,2026-06-29,1,2026-06-29_CL-STA-1062-TinyRCT-Backdoor-SEA-Espionage,Unit 42 2026-06-26
note,Activity window is 2025 (Kaspersky Sigma rules dated 2025-08-11 and 2025-12-11); what is fresh is the consolidated Part 2 publication on 2026-06-30.,,high,2026-07-06,2026-07-06,1,2026-07-06_ToddyCat-Umbrij-STRD-OAuth-Gmail,Securelist ToddyCat Umbrij (2026-06-30)
note,ADB foothold: destination filter omits 0.0.0.0/8 and port 5555 — OpenTunnel(0.0.0.0:5555) reaches the exit device ADB daemon,Lateral/foothold anchor,high,2026-06-28,2026-06-28,1,2026-06-28_RoboVPN-Neunative-Vo1d-Popa-Residential-Proxy-Botnet,Synthient 2026-01 / Nokia Deepfield ERT
note,adversarial-exploitation-window,"AEW (predict-to-registration lead time) observed 18-51 days: Montana Empire 23 days (hallucinated 2026-03-08, registered 2026-03-31); postal APK 51 days (hallucinated 2026-02-18, registered 2026-04-10)",high,2026-07-08,2026-07-08,1,2026-07-08_Phantom-Squatting-AI-Hallucinated-Domains-Montana-Empire,Unit 42 Phantom Squatting (2026-06-30)
note,"Advisory / methodology-class case (IFC AOR monthly report 2026-07-07; SeaSpoofFinder arXiv 2602.16257). AIS/GNSS spoofing is an RF and data-layer attack on maritime positioning, not a host intrusion, so the indicators below are DETECTION-SURFACE ANCHORS (kinematic thresholds, identity tells, geographic footprints, tooling names), NOT confirmed-malicious file hashes. Attribution from AIS alone is not definitive. No CVE is associated with this case.",,high,2026-07-11,2026-07-11,1,2026-07-11_AIS-GNSS-Spoofing-Maritime-Deception,Jarmi analysis 2026-07-11
note,"Advisory/PoC-stage case. No confirmed-malicious campaign hashes, C2 domains or attacker IPs are published for CVE-2026-8451. The rows below are the CVE identifiers, the pre-auth attack surface, the base64 crash fragment from the public PoC, the memory-leak tells, and the fixed versions - detection-surface anchors, not confirmed intrusion artifacts.",,high,2026-07-09,2026-07-09,1,2026-07-09_CitrixBleed-Infinity-NetScaler-SAML-Overread-CVE-2026-8451,Jarmi analysis 2026-07-09
note,Affected ABB versions: Terra AC (UL40/80A) <=1.8.32; (UL32A) <=1.8.2; MID/CE <=1.8.32; (JP) <=1.8.2,Fixed: UL40/80A 1.8.33; UL32A/MID/JunoCE/JP 1.8.34; PTB 1.8.33,high,2026-06-06,2026-06-06,1,2026-06-06_OCPP-EVCharging-ABB-TerraAC-CVE-2025-5517,ABB advisory 9AKK108471A8948
note,Affected versions: Argo CD 3.2.0 through 3.3.8 (i.e. 3.2.0-3.2.10 and 3.3.0-3.3.8),Exposure range,high,2026-06-11,2026-06-11,1,2026-06-11_ArgoCD-ServerSideDiff-CVE-2026-42880-K8s-Secret-Leak,Vendor advisory
note,Affected: all Fulcio versions before 1.8.6,Exposure range,high,2026-07-02,2026-07-02,1,2026-07-02_Fulcio-Sigstore-OIDC-SSRF-CVE-2026-49478,GitLab Advisory Database
note,Affected: Lantronix EDS5000 series (EDS5008/EDS5016/EDS5032) firmware 2.1.0.0R3 and earlier,Fixed in EDS5000 firmware 2.2.0.0R1,high,2026-06-27,2026-06-27,1,2026-06-27_Lantronix-EDS5000-BRIDGEBREAK-CVE-2025-67038-OT-Bridge,Lantronix advisory / Forescout
note,AI prompt-injection technique,"The .cursorrules and CLAUDE.md files embed hidden instructions using zero-width Unicode characters (U+200B, U+200C, U+200D, U+FEFF) so the file looks benign to a human reviewer but the AI assistant reads the hidden text and runs a fake security scan that exfiltrates local secrets.",high,2026-05-28,2026-05-28,1,2026-05-28_TrapDoor-CrossEcosystem-Crypto-AI-Stealer,https://socket.dev/blog/trapdoor-crypto-stealer-npm-pypi-crates
note,"AIS has no authentication or replay protection by design (plaintext VHF, self-reported), so every AIS report is trusted only as far as it is cross-checked against registry, kinematics and independent sensors (radar, LRIT, satellite imagery).",Protocol weakness,high,2026-07-11,2026-07-11,1,2026-07-11_AIS-GNSS-Spoofing-Maritime-Deception,IFC / AIS 0183
note,"AIS identity-spoofing / dark-fleet choke points (IFC and open reporting): Strait of Hormuz, Gulf of Oman, Black Sea, South China Sea, eastern Mediterranean. IFC AOR June 2026: 40 CYBSEC incidents, all vessels transmitting false AIS (names, flags, vessel types).",Geographic footprint,high,2026-07-11,2026-07-11,1,2026-07-11_AIS-GNSS-Spoofing-Maritime-Deception,IFC AOR 2026-07-07
note,Akira affiliate TTP overlap,Cobalt Strike beacon plus BYOVD EDR-killer chain plus SonicWall SSL-VPN as initial-access vector consistent with Akira / Storm-1567 affiliate playbook,medium,2026-05-23,2026-05-23,1,2026-05-23_SonicWall-Gen6-MFA-Bypass-CVE-2024-12802,ReliaQuest 2026-05-19
note,Akira-ecosystem BYOVD catalogue,Known Akira-ecosystem signed vulnerable drivers include truesight.sys (Akira/DragonForce) nseckrnl.sys (Warlock) rwdrv.sys plus hlpdrv.sys (Qilin) probmon.sys (Embargo); track BYOVD per family,high,2026-05-23,2026-05-23,1,2026-05-23_SonicWall-Gen6-MFA-Bypass-CVE-2024-12802,Day 16 / 19 / 22 repository genealogy
note,All actions-cool/issues-helper tags repointed 2026-05-18T19:10:24Z to 19:13:40Z (53 tags inside 3 min 16 sec window) — every full SHA below is a dangling imposter commit not reachable from the default branch.,high,medium,2026-05-21,2026-05-21,1,2026-05-21_TeamPCP-48h-Multi-Vector-SupplyChain,
note,All actions-cool/maintain-one-comment tags repointed 2026-05-18T19:30:30Z to 19:31:09Z (15 tags inside 39 sec window).,high,medium,2026-05-21,2026-05-21,1,2026-05-21_TeamPCP-48h-Multi-Vector-SupplyChain,
note,"All IOCs below are extracted verbatim from FBI FLASH-20260521-001 (TLP:CLEAR) released 21 May 2026 alongside the Operation Saffron takedown. Domains and four key IPs are confirmed by Europol, Eurojust, the Dutch Police (politie.nl) and Bitdefender Draco Team. ASN concentration is mainly OVH (AS16276) and M247 (AS9009).",high,medium,2026-05-24,2026-05-24,1,2026-05-24_OperationSaffron-FirstVPN-Takedown,
note,"All malware-family and persistence anchors below are extracted from CERT-UA advisory #6315762 (22-May-2026), triangulated with The Hacker News, ESET WeLiveSecurity FrostyNeighbor report (14-May-2026), Bitdefender Draco, SC Media, SecurityAffairs, The Record, and SOC Prime. File hashes are deliberately not invented here; pull authoritative SHA1/SHA256/MD5 values from CERT-UA advisory body and SOC Prime TDM bundles when operationalising.",high,medium,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,
note,All six phishing domains were registered through NICENIC INTERNATIONAL GROUP CO. LIMITED within the 2026-06-16 to 2026-06-18 window and fronted by Cloudflare,high,medium,2026-07-01,2026-07-01,1,2026-07-01_AWS-Console-AiTM-input24-PhishingKit,
note,All three shells timestomp to the median last-modified timestamp of neighbouring files (operator may also supply an explicit timestamp),Do not rely on file age for triage,high,2026-06-08,2026-06-08,1,2026-06-08_OP-512-China-IIS-WebShell-Framework,ReliaQuest
note,AMOS is a malware-as-a-service family; loader hosts and 16-char payload paths rotate frequently. Refresh network indicators from current threat intel before fleet-wide blocking.,,medium,2026-05-30,2026-05-30,1,2026-05-30_AMOS-OpenClaw-Skill-macOS-Stealer,Trend Micro
note,android.nfc.cardemulation.host_apdu_service declared by a non-wallet sideloaded app,Behavioural anchor for NFC relay tapper/reader role,high,2026-06-13,2026-06-13,1,2026-06-13_DevilNFC-NFCMultiPay-NFC-Relay,Cleafy
note,"ANY.RUN TI Lookup hunt query: url:""/blocked.html"" AND url:""/favicon.ico"" AND url:""/Image/*.png""",Use to retrieve the live rotating domain list,high,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
note,Application Error EID 1000 / WER crash dump for lsass.exe on a DC,LSASS crash evidence from overflow attempts,medium,2026-06-05,2026-06-05,1,2026-06-05_Netlogon-CVE-2026-41089-DC-RCE,analysis
note,Apply OEM BIOS firmware update BEFORE the Windows Update certificate change so the 2023 certs are embedded in firmware and survive a CMOS clear or board RMA,Sequencing is the single most important decision in the rollout,high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Eclypsium/Microsoft
note,Approximate dwell from December 2025 to February 2026,Campaign window,high,2026-05-10,2026-05-10,1,2026-05-10_Mexico-Water-AI-Assisted-OT,https://www.dragos.com/blog/ai-assisted-ics-attack-water-utility
note,Approximately 75 percent of remote command execution AI-directed,Operator-to-LLM ratio,high,2026-05-10,2026-05-10,1,2026-05-10_Mexico-Water-AI-Assisted-OT,https://industrialcyber.co/reports/dragos-details-ai-assisted-intrusion-targeting-mexican-water-utility-as-claude-openai-models-used-to-pursue-ot-access/
note,Ask imaging vendors whether DCMTK is present what version and when a patched build ships; DICOM listeners should never be reachable from outside the imaging VLAN,Exposure and SBOM triage guidance,high,2026-07-05,2026-07-05,1,2026-07-05_DCMTK-DICOM-Toolkit-PathTraversal-FileWrite-ICSMA-26-181-01,Abhinav Agarwal via HIPAA Journal
note,ASN44901,BITTER C2 and staging infrastructure ASN; combine with JARM for high-confidence pivot,medium,2026-06-22,2026-06-22,1,2026-06-22_prospy-bitter-mena,Lookout 2026-04-08
note,At least 700 GB exfiltrated from LACMTA; additional unexposed victims (Israeli media and higher education,Turkish insurance brokerage) had exfiltration only,medium,2026-05-31,2026-05-31,1,2026-05-31_BlackShadow-AbabilOfMinab-Recovery-Layer-Destruction,
note,ATG-device-models,Targeted devices: Veeder-Root TLD-350 / TLS-450 Plus / TLS4B — confirmed in EMA advisory (2026-04-14) and CISA ICS advisory ICSA-25-296-03,high,2026-06-19,2026-06-19,1,2026-06-19_ATGFuelMonitor-IranNexus-CyberPhysical,https://gbhackers.com/cisa-alerts-on-critical-veeder-root-vulnerabilities/
note,Attack date 2026-06-08; disclosure 2026-06-09; Quantstamp report published via Humanity 2026-06-12/13,Timeline context for the Humanity Protocol H token incident,high,2026-06-14,2026-06-14,1,2026-06-14_Humanity-Protocol-DPRK-Bridge-KeyTheft,Humanity Protocol incident updates
note,Attack preconditions for CVE-2025-5517: compromised CSMS OR adversary-in-the-middle on non-TLS OCPP (ARP spoof on LAN / weak-or-no WiFi),Eliminating cleartext OCPP removes the MITM path entirely,high,2026-06-06,2026-06-06,1,2026-06-06_OCPP-EVCharging-ABB-TerraAC-CVE-2025-5517,SaiFlow
note,attack-vector-authbypass,Authentication bypass on TLS-4 protocol: management protocol accepts function-code requests without valid session token in certain firmware versions,high,2026-06-19,2026-06-19,1,2026-06-19_ATGFuelMonitor-IranNexus-CyberPhysical,https://www.ic3.gov/CSA/2026/260602.pdf
note,attack-vector-privesc,Privilege escalation to root on ATG Linux OS after initial OS command injection — enables full device takeover and persistent access,high,2026-06-19,2026-06-19,1,2026-06-19_ATGFuelMonitor-IranNexus-CyberPhysical,https://gbhackers.com/cisa-alerts-on-critical-veeder-root-vulnerabilities/
note,attack-vector-sqli,SQL injection in ATG web management DB backend allows direct database manipulation of tank configuration and alarm thresholds,medium,2026-06-19,2026-06-19,1,2026-06-19_ATGFuelMonitor-IranNexus-CyberPhysical,https://www.ic3.gov/CSA/2026/260602.pdf
note,attribution,Iran-nexus suspected — FBI/CISA have not formally attributed; CNN May 2026 reporting links to Iran-linked hackers; prior Iranian targeting of ATG/ICS (CyberAv3ngers/Tortoiseshell pattern) consistent; confidence: medium,medium,2026-06-19,2026-07-08,2,2026-06-19_ATGFuelMonitor-IranNexus-CyberPhysical; 2026-07-08_Phantom-Squatting-AI-Hallucinated-Domains-Montana-Empire,Unit 42 Phantom Squatting (2026-06-30) | https://www.cnn.com/2026/05/15/politics/iran-hackers-tank-readers-gas-stations
note,Attribution DPRK-linked is medium-confidence (tooling + certificate-signing behaviour); not definitively attributed,Overlaps Lazarus/TraderTraitor crypto-targeting lineage; competing staged-exit narrative from ZachXBT logged,medium,2026-06-14,2026-06-14,1,2026-06-14_Humanity-Protocol-DPRK-Bridge-KeyTheft,Quantstamp via Humanity / ZachXBT 2026-06-09
note,"Attribution: Iran-MOIS (Cavern Manticore) at medium confidence, based on tactical overlaps with MuddyWater and Lyceum (OilRig subgroup) plus Iranian registrar (Fars Data) and Lyceum-style victim-side proxying / XOR obfuscation. Campaign active since early 2026 against Israeli IT, government and defense.",Attribution,medium,2026-07-10,2026-07-10,1,2026-07-10_Cavern-Manticore-Iran-MOIS-Modular-DotNet-C2,Check Point
note,Attribution: proxy network publicly linked to NetNut (owned by Alarum Technologies NASDAQ ALAR) — medium confidence multi-source company-disputed,Attribution note,medium,2026-06-28,2026-06-28,1,2026-06-28_RoboVPN-Neunative-Vo1d-Popa-Residential-Proxy-Botnet,Qurium / Synthient / KrebsOnSecurity 2026-06
note,Aur0ra is an unattributed Windows x64 filecoder; primary IOCs below are Aur0ra unless marked SECONDARY (Remus Stealer),,medium,2026-06-02,2026-06-02,1,2026-06-02_Aur0ra-NoRename-InPlace-Ransomware,CYFIRMA 2026-05-22
note,Authorized Intent Chain,Attack generates no unauthorized actions; EDR/WAF/IAM/VPN/Cloudflare all silent by design,high,2026-06-20,2026-06-20,1,2026-06-20_Agentjacking-Sentry-MCP-DSN-Injection,Tenet Security blog 2026-06-17
note,base64-encoded whoami and whoami /priv matched a Flax Typhoon ArcGIS compromise char-for-char,Indicates shared playbooks/tooling across the China-linked IIS ecosystem; commands ran under a limited service account (escalation not yet succeeded),medium,2026-06-08,2026-06-08,1,2026-06-08_OP-512-China-IIS-WebShell-Framework,ReliaQuest
note,bcdedit /set {default} bootstatuspolicy ignoreallfailures,Prevent recovery on boot failure T1490,high,2026-06-30,2026-06-30,1,2026-06-30_DireWolf-Golang-DoubleExtortion-Ransomware,AhnLab ASEC 2025-09-01
note,bcdedit /set {default} recoveryenabled No,Disable WinRE T1490,high,2026-06-30,2026-06-30,1,2026-06-30_DireWolf-Golang-DoubleExtortion-Ransomware,AhnLab ASEC 2025-09-01
note,Behavior - >=3 of the credential paths above read by a single non-dev process inside 60s,Operational anomaly anchor,medium,2026-05-07,2026-05-07,1,2026-05-07_QLNX-Quasar-Linux-RAT,
note,Behavior - device joins Entra ID irrelevant for this case (Linux only),,medium,2026-05-07,2026-05-07,1,2026-05-07_QLNX-Quasar-Linux-RAT,
note,Behavior - gcc invoked at runtime with -shared -fPIC writing into /tmp /var/tmp /var/log /dev/shm,Compile-on-host signal,medium,2026-05-07,2026-05-07,1,2026-05-07_QLNX-Quasar-Linux-RAT,
note,Behavioral - device-add < 60 min after risky signin,Post-AiTM persistence (T1098.005),medium,2026-05-06,2026-05-06,1,2026-05-06_CodeOfConduct-AiTM-Storm-1747,
note,Behavioral - InboxRule with 1-char or symbol-only name,Hide-artifact for BEC (T1564.008),medium,2026-05-06,2026-05-06,1,2026-05-06_CodeOfConduct-AiTM-Storm-1747,
note,Behavioral detection anchors (durable): w3wp.exe long hex-segmented DNS; reflective .NET load in w3wp.exe; new DLLs in ASP.NET temp dir outside deploy windows; encrypted/non-standard .ashx responses,Signature/hash detection does not generalize against the per-deployment framework,high,2026-06-08,2026-06-08,1,2026-06-08_OP-512-China-IIS-WebShell-Framework,ReliaQuest
note,Black Shadow attributed by Israel INCD to Iran MOIS; related site taken down 2025-08-28; persona-to-cluster link corroborated by ClearSky and Simon Kenin,,medium,2026-05-31,2026-05-31,1,2026-05-31_BlackShadow-AbabilOfMinab-Recovery-Layer-Destruction,Gambit
note,BlackFile DLS launched 2026-02-06; offline late April 2026; brief return 2026-05-11 with message 'BlackFile is shutting down... under this name' — operator in mid-rebrand,high,medium,2026-05-27,2026-05-27,1,2026-05-27_BlackFile-UNC6671-CordialSpider-SaaS-Extortion,
note,Both scripted automation (inventory iteration) and hands-on-keyboard console use; ChatGPT used to refine a Python database-destruction script to spare system databases,,medium,2026-05-31,2026-05-31,1,2026-05-31_BlackShadow-AbabilOfMinab-Recovery-Layer-Destruction,Gambit
note,BumbleBee DGA narrative variant 2rxyt9urhq0bgj.org differs from atomic-list 2rxyt8yrhq0bgj.org,Source spelling discrepancy preserved not corrected,medium,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
note,BumbleBee geofence via GetSystemDefaultLocaleName against 27 CIS locales,Anti-analysis execution guardrail T1480,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
note,C2 infrastructure pattern: Cloudflare-fronted .icu domains. CERT-UA's official advisory enumerates the specific FQDNs used in the May 2026 wave; pull them from the source advisory or SOC Prime TDM destination-IP / destination-domain feeds for current operationalisation. The .icu TLD anchor is durable across campaigns even after FQDN rotation.,high,medium,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,
note,Campaign genealogy Cyjax May 2025; DFIR/Swisscom flash alert 2025-08-05; Zscaler Ivanti-stealer sibling Oct 2025,CTI campaign genealogy,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
note,Cavern module dispatcher: DLL names starting with 'n-' are loaded as native (LoadLibraryA); all others are managed .NET assemblies loaded via per-module AppDomain isolation (anti-forensics). Uniform get_version interface across formats.,Framework behavior,high,2026-07-10,2026-07-10,1,2026-07-10_Cavern-Manticore-Iran-MOIS-Modular-DotNet-C2,Check Point
note,choice.exe used to add a ~3s delay before self-deletion of PerfWatson2.exe,Anti-forensics self-destruct,high,2026-06-29,2026-06-29,1,2026-06-29_CL-STA-1062-TinyRCT-Backdoor-SEA-Espionage,Unit 42 2026-06-26
note,CISA FCEB remediation due date for CVE-2025-67038: 2026-06-26,KEV federal deadline,high,2026-06-27,2026-06-27,1,2026-06-27_Lantronix-EDS5000-BRIDGEBREAK-CVE-2025-67038-OT-Bridge,CISA KEV 2026-06-23
note,Cisco Catalyst SD-WAN ports: TCP/22 (SSH) TCP/830 (NETCONF) UDP/12346 (vdaemon DTLS control plane),Attack surface inventory,high,2026-05-16,2026-05-16,1,2026-05-16_Cisco-SDWAN-vHub-AuthBypass-UAT8616,Rapid7 technical analysis
note,CL-STA-1062 (overlaps UAT-7237) TinyRCT espionage vs SE Asia government + state-owned energy — Day 63 2026-06-29,Case anchor note,high,2026-06-29,2026-06-29,1,2026-06-29_CL-STA-1062-TinyRCT-Backdoor-SEA-Espionage,Unit 42 2026-06-26
note,Claude Code 2-1-161,Specific AI agent version confirmed vulnerable in PoC captures dated June 2 2026 (most-recent shipping version at time of testing),high,2026-06-20,2026-06-20,1,2026-06-20_Agentjacking-Sentry-MCP-DSN-Injection,Tenet Security evidence captures 2026-06-17
note,Cluster aliases for Silver Fox include SwimSnake Void Arachne Monarch The Great Thief of Valley and UTG-Q-1000,Helps cross-reference older Mandiant Trend Micro Sekoia and Zscaler reports,high,2026-05-18,2026-05-18,1,2026-05-18_SilverFox-ABCDoor-Tax-Phishing,The Hacker News 2026-05-04
note,"Cluster aliases: UAC-0057 (CERT-UA), UNC1151 (Mandiant / Google TIG), Ghostwriter (Mandiant), FrostyNeighbor (ESET), PUSHCHA (Trend Micro), Storm-0257 (Microsoft), TA445 (Proofpoint), Umbral Bison (CrowdStrike), White Lynx. Belarus-aligned, active since at least 2016.",high,medium,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,
note,cmd /c start shutdown -r -f -t 10,Forced reboot finale T1529,high,2026-06-30,2026-06-30,1,2026-06-30_DireWolf-Golang-DoubleExtortion-Ransomware,AhnLab ASEC 2025-09-01
note,codfish/semantic-release-action v1.0.0-v1.10.0 and v2.0.0,Confirmed clean versions — not repointed by attacker as of disclosure date,high,2026-06-25,2026-06-25,1,2026-06-25_Miasma-Codfish-GHA-Tag-Hijack,Aikido Security 2026-06-24
